Location,STATION,NAME,DATE,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1962,98,89,12,-26,16,5.6,0.53,98,8745,11.5,36.7,42.9,55,30.8
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1963,154,73,20,-26,18,6.5,1,95,7990,15.28,59.9,43.3,55.9,30.7
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1964,46,128,31,-24,17,7.5,1.36,94,8291,22.41,94.8,40.6,52.6,28.6
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1965,122,108,18,-12,17,3.6,0.86,93,8971,14.69,53,41.7,53.1,30.3
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1966,85,98,24,-16,17,4.6,1.54,92,8327,17.12,71.2,42.9,54.9,30.8
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1967,191,56,22,-2,6,4.1,0.61,99,7906,11.24,53.3,44.3,56.5,32
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1968,142,55,23,-35,12,5.9,1.16,96,7718,19.99,65.6,42.5,53.9,31
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1969,88,112,21,-18,28,5.7,0.82,103,9024,14.19,64.1,41.3,53.9,28.8
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1970,182,107,27,-21,16,6.9,0.72,97,8296,17.39,87.3,42,54.2,29.7
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1971,218,83,27,-18,18,7.3,0.92,98,8383,16.52,88.9,42.3,54.6,30
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1972,174,104,20,-26,15,5.5,0.88,95,8666,14.69,76.4,41.9,53.4,30.3
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1973,246,71,17,-21,7,5.6,0.87,102,8327,11.87,47.1,44,56.7,31.4
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1974,204,53,20,-21,6,3.5,1.1,94,7849,14.03,48.3,44.2,55.8,32.6
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1975,196,107,25,-23,18,6.3,0.83,100,8611,17.03,80.4,41.4,52.6,30.2
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1976,113,73,17,-10,10,3.6,1.73,92,7939,14.85,40.9,43.6,55.4,31.8
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1977,120,89,29,-21,11,7.8,0.89,93,7782,16.25,77.8,42.7,54.4,31.1
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1978,98,127,25,-33,17,5.7,0.68,95,8556,16.77,68.8,41.2,52.6,29.8
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1979,243,84,23,-37,26,7.2,0.71,99,9396,13.14,64.1,42.6,55.3,30
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1980,56,74,19,-28,11,7,1.15,92,7733,20.31,69.6,43.1,54.8,31.4
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1981,158,45,17,-21,10,6,0.96,99,7487,18.63,49.2,44.2,55.9,32.5
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1982,83,91,22,-30,24,11.6,2.71,91,8605,19.54,76.3,41,52.5,29.4
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1983,103,58,14,-30,13,5.6,1.15,96,7896,17.81,44.8,42.8,54.3,31.4
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1984,158,66,25,-22,13,3.2,0.7,97,8460,15.79,54,42.6,53.4,31.8
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1985,139,134,16,-28,18,4.8,1.14,96,9079,14.66,55.2,39,50.4,27.6
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1986,206,110,19,-10,16,9,1.34,94,8626,17.62,65.6,44,55,33
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1987,138,91,18,-9,8,6.6,2.09,96,7800,15.56,52.5,44.4,56.7,32.1
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1988,193,78,18,-18,9,5,0.92,97,7693,14.98,48.3,45.1,57.2,32.9
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1989,174,80,17,-21,8,6,1.27,98,8040,22.26,49,42.9,53.7,32.1
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1990,214,55,21,-35,25,12.2,0.94,97,7679,23.96,94.3,44.1,55.4,32.7
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1991,120,104,15,-20,32,8.9,0.9,96,8264,15.19,61.8,42.8,54.3,31.3
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1992,151,49,21,-6,13,3.6,1.55,96,7180,17.16,47.4,44.9,57,32.9
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1993,37,112,18,-22,23,9.3,1.16,90,8530,23.43,61.4,41.4,52.4,30.4
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1994,199,41,16,-21,10,6.3,0.94,96,8125,12.69,46.6,43.9,56.6,31.3
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1995,41,8,16,-10,5,6.2,2.18,91,7990,22.84,52.5,42.8,53.7,31.9
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1996,94,,38,-24,,20.1,0.8,96,8774,25.28,143.9,40.3,51.5,29.2
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1997,75,101,18,-18,52,12.4,1.07,96,8902,17.59,54.3,42.3,53.2,31.3
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1998,216,41,11,-21,12,5.3,0.9,96,7590,21.05,38,45.4,57.4,33.4
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",1999,131,,,-4,,,0.54,96,7451,14.56,,44.5,56.4,32.6
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2000,125,,,-13,,,0.5,98,7779,10.54,,42.3,54.8,29.7
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2001,111,,,-16,,,0.84,95,8754,12.52,,42.9,55.5,30.3
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2002,,,,-2,,,1,99,8219,12.96,,42.5,53.9,31.2
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2003,293,,,-13,,,0.65,101,,12.35,,44.3,56.4,32.3
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2004,203,,,-29,,,0.85,95,8016,16.46,,44.1,55,33.2
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2005,78,59,15,-25,11,7.1,1.14,94,7824,17.43,46,42.5,54.3,30.7
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2006,170,71,18,-14,9,4.5,1.14,97,7941,17.31,40.4,44.2,56.1,32.4
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2007,294,79,15,-6,12,10,0.84,102,7962,11.54,43,44.7,57.2,32.3
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2008,142,80,23,-22,22,10.8,0.93,99,7890,14.56,68,43.4,55.8,31
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2009,151,106,24,-15,31,18,1.33,93,7893,14.26,87,43,55.1,30.8
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2010,79,86,18,-16,10,4.5,1.13,97,7974,20.64,40.7,43.3,54.4,32.2
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2011,90,73,15,-13,8,3,0.73,93,8532,16.24,33.3,42.6,54.3,30.9
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2012,181,51,15,-1,5,2.8,0.88,95,7708,20.41,34.1,44.7,56.8,32.6
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2013,249,57,14,-14,10,7,0.97,96,7530,17.53,43.6,44.1,56.2,32
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2014,205,72,24,-23,11,10,1.74,94,8251,21.61,64.8,43.3,55.2,31.4
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2015,233,65,18,-5,18,12.3,0.93,102,7355,11.66,59.7,45.5,58.9,32.1
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2016,146,76,21,-20,11,5.5,1.03,94,7194,20.35,49.8,45.1,57.1,33.1
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2017,214,104,28,-22,24,10.5,0.85,98,8337,17.03,96.7,42.9,55.4,30.3
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2018,138,98,21,-16,18,8,0.93,100,7869,13.04,52,43.4,55.6,31.1
Kalispell,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",2019,101,92,23,-21,17,7.6,0.85,93,8433,16.54,64.6,42,54.1,29.9
